host_epoch,t_rel,frame_number,fps,head_x,head_y,head_confidence,head_x_norm,head_y_norm,feet_x,feet_y,feet_confidence,feet_x_norm,feet_y_norm
1786703158.277090,-0.015328,22,0.00,327.23,68.63,1.0000,0.511304,0.142982,334.11,332.09,0.9678,0.522049,0.691855
1786703158.355516,0.063098,24,0.00,327.28,68.34,1.0000,0.511370,0.142376,334.44,332.31,0.9675,0.522558,0.692317
1786703158.387306,0.094888,25,0.00,327.32,68.34,1.0000,0.511440,0.142376,334.58,332.60,0.9673,0.522785,0.692919
1786703158.434679,0.142262,26,0.00,327.43,68.35,1.0000,0.511606,0.142403,334.49,333.10,0.9672,0.522644,0.693964
1786703158.474089,0.181672,27,0.00,327.42,68.34,1.0000,0.511596,0.142383,334.65,333.05,0.9668,0.522884,0.693845
1786703158.493965,0.201547,28,0.00,327.43,68.18,1.0000,0.511602,0.142037,334.65,333.22,0.9671,0.522886,0.694203
1786703158.510123,0.217705,29,0.00,327.41,68.19,1.0000,0.511583,0.142072,334.68,333.30,0.9671,0.522940,0.694385
1786703158.558817,0.266399,30,0.00,327.41,68.24,1.0000,0.511583,0.142175,334.74,333.51,0.9676,0.523035,0.694804
1786703158.622352,0.329934,31,0.00,327.39,68.10,1.0000,0.511553,0.141876,334.74,333.50,0.9676,0.523037,0.694791
1786703158.638226,0.345809,32,0.00,327.34,68.11,1.0000,0.511469,0.141897,334.71,333.59,0.9668,0.522986,0.694988
1786703158.670568,0.378150,33,0.00,327.34,68.15,1.0000,0.511468,0.141986,334.71,333.57,0.9667,0.522980,0.694946
1786703158.702260,0.409842,34,0.00,327.34,68.16,1.0000,0.511469,0.141993,334.67,333.57,0.9665,0.522924,0.694946
1786703158.718219,0.425801,35,0.00,327.36,68.24,1.0000,0.511501,0.142168,334.63,333.76,0.9666,0.522859,0.695324
1786703158.750796,0.458379,36,0.00,327.31,68.25,1.0000,0.511417,0.142182,334.65,333.72,0.9671,0.522886,0.695246
1786703158.786913,0.494495,37,0.00,327.28,68.25,1.0000,0.511380,0.142185,334.63,333.75,0.9670,0.522865,0.695321
1786703158.830775,0.538357,38,29.61,327.25,68.23,1.0000,0.511333,0.142146,334.65,333.78,0.9670,0.522897,0.695368
1786703158.845541,0.553123,39,29.61,327.14,68.23,1.0000,0.511158,0.142147,334.68,333.81,0.9668,0.522938,0.695429
1786703158.893787,0.601370,40,29.61,327.09,68.28,1.0000,0.511072,0.142257,334.68,333.85,0.9667,0.522944,0.695512
