host_epoch,t_rel,frame_number,fps,head_x,head_y,head_confidence,head_x_norm,head_y_norm,feet_x,feet_y,feet_confidence,feet_x_norm,feet_y_norm
1786703646.214342,-0.126981,14,0.00,187.56,71.46,1.0000,0.293067,0.148870,211.43,335.06,0.9887,0.330359,0.698038
1786703646.349339,0.008015,18,0.00,187.66,71.31,1.0000,0.293223,0.148562,211.41,334.89,0.9885,0.330326,0.697696
1786703646.438042,0.096718,21,0.00,187.80,71.28,1.0000,0.293437,0.148501,211.39,335.00,0.9884,0.330304,0.697914
1786703646.550060,0.208736,22,0.00,188.35,71.21,1.0000,0.294291,0.148357,211.65,334.80,0.9881,0.330699,0.697492
1786703646.553609,0.212286,24,0.00,188.26,71.23,1.0000,0.294161,0.148403,211.64,334.97,0.9882,0.330681,0.697847
1786703646.652489,0.311165,25,0.00,188.27,71.23,1.0000,0.294172,0.148398,211.65,334.97,0.9883,0.330703,0.697856
1786703646.667141,0.325818,28,0.00,188.27,71.22,1.0000,0.294175,0.148381,211.65,334.97,0.9883,0.330701,0.697864
1786703646.757755,0.416431,29,0.00,188.28,71.00,1.0000,0.294185,0.147915,211.67,334.87,0.9883,0.330733,0.697645
1786703646.771826,0.430503,31,0.00,188.28,71.00,1.0000,0.294186,0.147906,211.67,334.80,0.9883,0.330740,0.697507
1786703646.856484,0.515160,33,19.04,188.31,70.89,1.0000,0.294232,0.147680,211.77,334.59,0.9883,0.330894,0.697072
1786703646.875785,0.534462,34,19.04,188.31,70.67,1.0000,0.294236,0.147222,211.76,334.59,0.9883,0.330868,0.697068
1786703646.960142,0.618819,35,19.04,188.48,70.49,1.0000,0.294508,0.146852,211.79,334.59,0.9883,0.330929,0.697063
1786703646.972983,0.631660,37,19.04,188.50,70.49,1.0000,0.294529,0.146860,211.76,334.77,0.9884,0.330869,0.697443
1786703647.062971,0.721648,38,19.04,188.50,70.57,1.0000,0.294536,0.147011,211.63,335.02,0.9883,0.330668,0.697960
1786703647.077229,0.735905,40,19.04,188.50,70.60,1.0000,0.294538,0.147088,211.63,335.00,0.9883,0.330672,0.697925
1786703647.162777,0.821454,41,19.04,188.40,70.62,1.0000,0.294370,0.147125,211.63,335.13,0.9883,0.330672,0.698192
1786703647.180429,0.839106,43,19.04,188.40,70.62,1.0000,0.294368,0.147127,211.68,334.93,0.9883,0.330745,0.697773
1786703647.271137,0.929814,45,19.04,188.47,70.81,1.0000,0.294478,0.147511,211.68,334.95,0.9882,0.330748,0.697808
1786703647.274049,0.932725,46,19.04,188.50,70.80,1.0000,0.294528,0.147503,211.68,334.72,0.9882,0.330744,0.697331
1786703647.370796,1.029472,48,19.04,188.25,70.64,1.0000,0.294145,0.147177,211.70,334.79,0.9884,0.330774,0.697483
