host_epoch,t_rel,frame_number,fps,head_x,head_y,head_confidence,head_x_norm,head_y_norm,feet_x,feet_y,feet_confidence,feet_x_norm,feet_y_norm
1786702077.884600,-0.012223,19,0.00,487.84,66.71,1.0000,0.762245,0.138971,478.64,336.09,0.9754,0.747869,0.700194
1786702077.962968,0.066145,20,0.00,487.81,66.47,1.0000,0.762205,0.138472,478.62,335.51,0.9756,0.747842,0.698972
1786702077.981583,0.084760,22,0.00,487.58,66.12,1.0000,0.761842,0.137755,478.62,335.58,0.9755,0.747837,0.699120
1786702078.071417,0.174593,23,0.00,487.25,65.82,1.0000,0.761327,0.137122,478.46,334.62,0.9754,0.747586,0.697135
1786702078.072417,0.175593,24,0.00,487.25,65.77,1.0000,0.761325,0.137026,478.46,334.59,0.9756,0.747596,0.697069
1786702078.165813,0.268990,25,0.00,487.11,65.48,1.0000,0.761115,0.136425,478.41,334.49,0.9754,0.747521,0.696863
1786702078.184358,0.287535,28,0.00,487.02,65.51,1.0000,0.760966,0.136484,478.38,334.51,0.9754,0.747467,0.696890
1786702078.215949,0.319126,29,0.00,487.48,65.48,1.0000,0.761687,0.136418,478.22,333.94,0.9758,0.747220,0.695701
1786702078.279287,0.382463,30,0.00,487.49,66.18,1.0000,0.761697,0.137868,478.33,334.14,0.9756,0.747390,0.696116
1786702078.295475,0.398651,31,0.00,487.47,66.13,1.0000,0.761667,0.137779,478.42,334.11,0.9757,0.747537,0.696063
1786702078.311292,0.414468,32,0.00,487.52,66.14,1.0000,0.761752,0.137795,478.44,334.28,0.9759,0.747569,0.696409
1786702078.358541,0.461718,33,0.00,487.59,66.12,1.0000,0.761867,0.137748,478.49,334.25,0.9762,0.747637,0.696358
1786702078.376066,0.479243,34,25.72,487.59,66.14,1.0000,0.761865,0.137784,478.51,334.16,0.9765,0.747668,0.696169
1786702078.419415,0.522591,35,25.72,487.55,66.19,1.0000,0.761803,0.137894,478.53,334.02,0.9769,0.747706,0.695877
1786702078.448683,0.551859,36,25.72,487.78,66.13,1.0000,0.762163,0.137770,478.12,333.86,0.9772,0.747061,0.695549
1786702078.481956,0.585132,37,25.72,487.77,66.23,1.0000,0.762146,0.137984,478.04,333.82,0.9772,0.746941,0.695453
1786702078.523908,0.627084,38,25.72,487.82,66.26,1.0000,0.762223,0.138042,478.14,333.76,0.9767,0.747096,0.695341
1786702078.554725,0.657902,39,25.72,487.82,66.49,1.0000,0.762219,0.138531,478.16,333.67,0.9769,0.747128,0.695139
1786702078.596882,0.700059,40,25.72,487.72,66.57,1.0000,0.762066,0.138687,478.20,333.64,0.9771,0.747184,0.695074
1786702078.628409,0.731586,41,25.72,487.77,66.55,1.0000,0.762146,0.138654,478.17,333.87,0.9770,0.747142,0.695558
1786702078.648808,0.751984,42,25.72,487.80,66.55,1.0000,0.762188,0.138654,477.94,333.91,0.9769,0.746775,0.695641
1786702078.680440,0.783616,43,25.72,487.81,66.54,1.0000,0.762205,0.138622,477.51,334.21,0.9768,0.746111,0.696264
1786702078.713075,0.816252,44,25.72,487.83,66.55,1.0000,0.762230,0.138637,477.38,334.01,0.9769,0.745903,0.695856
1786702078.747303,0.850480,45,25.72,487.85,66.57,1.0000,0.762263,0.138678,477.39,334.05,0.9765,0.745925,0.695946
1786702078.783116,0.886293,46,25.72,487.74,66.61,1.0000,0.762095,0.138781,477.17,334.10,0.9767,0.745573,0.696046
1786702078.813710,0.916887,47,25.72,487.31,66.79,1.0000,0.761428,0.139139,477.04,334.18,0.9767,0.745371,0.696218
1786702078.855320,0.958496,48,25.72,486.94,66.83,1.0000,0.760844,0.139235,477.05,334.11,0.9764,0.745389,0.696065
1786702078.885726,0.988903,49,25.72,487.12,66.64,1.0000,0.761130,0.138823,476.98,334.10,0.9761,0.745274,0.696051
1786702078.916545,1.019721,50,26.68,487.14,66.41,1.0000,0.761154,0.138349,477.14,333.83,0.9760,0.745529,0.695481
1786702078.948277,1.051454,51,26.68,487.06,66.40,1.0000,0.761035,0.138335,476.81,333.97,0.9756,0.745014,0.695769
1786702078.998448,1.101625,52,26.68,487.13,66.11,1.0000,0.761140,0.137732,476.99,333.88,0.9759,0.745290,0.695588
1786702079.016738,1.119915,53,26.68,487.13,66.11,1.0000,0.761140,0.137731,476.92,333.86,0.9760,0.745192,0.695536
1786702079.048085,1.151261,54,26.68,487.04,66.11,1.0000,0.760992,0.137732,476.94,333.72,0.9762,0.745220,0.695254
1786702079.096207,1.199383,55,26.68,487.07,66.12,1.0000,0.761045,0.137760,477.38,333.60,0.9767,0.745904,0.695006
1786702079.127896,1.231073,56,26.68,487.07,66.06,1.0000,0.761043,0.137617,477.78,333.61,0.9769,0.746534,0.695017
1786702079.142998,1.246174,57,26.68,487.00,66.10,1.0000,0.760942,0.137713,478.01,333.64,0.9768,0.746892,0.695073
1786702079.190736,1.293912,58,26.68,487.12,66.10,1.0000,0.761129,0.137713,477.92,333.90,0.9767,0.746744,0.695617
1786702079.223222,1.326398,59,26.68,487.47,66.12,1.0000,0.761679,0.137756,477.98,333.68,0.9770,0.746849,0.695161
1786702079.262149,1.365325,60,26.68,487.26,66.41,1.0000,0.761349,0.138345,478.21,333.79,0.9771,0.747210,0.695399
1786702079.286663,1.389839,61,26.68,487.37,66.41,1.0000,0.761514,0.138345,478.20,333.86,0.9771,0.747194,0.695549
1786702079.301949,1.405125,62,26.68,487.45,66.38,1.0000,0.761635,0.138289,478.21,333.86,0.9773,0.747201,0.695542
1786702079.350871,1.454047,63,26.68,487.84,66.12,1.0000,0.762257,0.137754,477.96,333.89,0.9766,0.746819,0.695602
1786702079.397315,1.500491,64,26.68,487.64,66.10,1.0000,0.761945,0.137701,477.87,333.76,0.9764,0.746676,0.695342
1786702079.429625,1.532801,65,27.14,487.50,66.26,1.0000,0.761717,0.138046,477.90,333.73,0.9765,0.746723,0.695269
1786702079.444895,1.548072,66,27.14,487.49,66.27,1.0000,0.761706,0.138056,477.92,333.71,0.9765,0.746754,0.695235
1786702079.479283,1.582459,67,27.14,487.48,66.22,1.0000,0.761685,0.137956,477.99,333.70,0.9764,0.746857,0.695202
1786702079.556633,1.659809,69,27.14,487.48,66.27,1.0000,0.761681,0.138064,477.99,333.74,0.9769,0.746858,0.695297
1786702079.581548,1.684724,70,27.14,487.44,66.53,1.0000,0.761623,0.138611,478.11,333.73,0.9770,0.747050,0.695264
1786702079.617212,1.720389,71,27.14,487.43,66.53,1.0000,0.761608,0.138597,478.41,334.02,0.9768,0.747510,0.695867
1786702079.651641,1.754817,72,27.14,487.37,66.49,1.0000,0.761513,0.138516,478.66,334.27,0.9763,0.747911,0.696388
