host_epoch,t_rel,frame_number,fps,head_x,head_y,head_confidence,head_x_norm,head_y_norm,feet_x,feet_y,feet_confidence,feet_x_norm,feet_y_norm
1786702853.453130,-0.038913,18,0.00,409.46,61.68,1.0000,0.639779,0.128499,411.81,334.43,0.9832,0.643454,0.696729
1786702853.656755,0.164713,20,0.00,409.61,61.49,1.0000,0.640020,0.128094,412.03,334.85,0.9832,0.643800,0.697602
1786702853.674011,0.181968,25,0.00,409.75,61.46,1.0000,0.640231,0.128048,412.06,334.73,0.9825,0.643849,0.697352
1786702853.754963,0.262921,26,0.00,409.81,61.42,1.0000,0.640331,0.127956,412.15,334.42,0.9821,0.643979,0.696698
1786702853.757680,0.265637,28,0.00,410.08,61.38,1.0000,0.640752,0.127885,412.21,334.39,0.9815,0.644074,0.696656
1786702853.858546,0.366503,30,0.00,410.27,61.39,1.0000,0.641044,0.127886,412.19,334.21,0.9809,0.644051,0.696275
1786702853.868870,0.376827,31,0.00,410.29,61.35,1.0000,0.641075,0.127820,412.21,334.19,0.9806,0.644074,0.696235
1786702853.951892,0.459850,33,0.00,410.30,61.30,1.0000,0.641092,0.127706,412.20,334.26,0.9800,0.644058,0.696381
1786702853.966900,0.474857,34,0.00,410.30,61.26,1.0000,0.641098,0.127621,412.22,334.31,0.9797,0.644099,0.696478
1786702854.026169,0.534126,35,18.51,410.43,61.15,1.0000,0.641297,0.127390,412.39,334.32,0.9795,0.644352,0.696508
1786702854.042620,0.550577,36,18.51,410.45,61.14,1.0000,0.641322,0.127382,412.38,334.30,0.9792,0.644340,0.696454
1786702854.065398,0.573355,37,18.51,410.47,61.13,1.0000,0.641359,0.127351,412.37,334.33,0.9788,0.644335,0.696518
1786702854.107399,0.615357,38,18.51,410.68,61.13,1.0000,0.641683,0.127347,412.45,334.34,0.9786,0.644456,0.696547
1786702854.165695,0.673652,40,18.51,410.75,61.15,1.0000,0.641801,0.127386,412.46,333.97,0.9783,0.644472,0.695777
1786702854.198428,0.706386,41,18.51,410.89,61.25,1.0000,0.642010,0.127614,412.52,334.01,0.9785,0.644557,0.695847
1786702854.232410,0.740367,42,18.51,410.94,61.20,1.0000,0.642087,0.127498,412.55,334.07,0.9781,0.644612,0.695981
1786702854.285244,0.793201,43,18.51,410.96,61.11,1.0000,0.642130,0.127319,412.52,334.16,0.9779,0.644568,0.696163
1786702854.289762,0.797719,44,18.51,410.97,61.11,1.0000,0.642133,0.127319,412.49,334.16,0.9776,0.644520,0.696174
1786702854.334980,0.842937,45,18.51,411.03,61.11,1.0000,0.642240,0.127313,412.56,334.35,0.9776,0.644620,0.696564
1786702854.374260,0.882218,46,18.51,411.02,61.11,1.0000,0.642219,0.127319,412.54,334.20,0.9776,0.644591,0.696254
1786702854.397656,0.905613,47,18.51,411.02,61.12,1.0000,0.642218,0.127342,412.50,334.19,0.9774,0.644525,0.696224
1786702854.442786,0.950743,48,18.51,411.00,61.12,1.0000,0.642189,0.127340,412.49,334.21,0.9773,0.644511,0.696275
1786702854.468698,0.976655,49,18.51,410.99,61.12,1.0000,0.642167,0.127333,412.46,334.12,0.9773,0.644472,0.696090
1786702854.498188,1.006145,50,18.51,410.90,61.13,1.0000,0.642035,0.127349,412.39,334.12,0.9775,0.644361,0.696083
1786702854.527163,1.035120,51,20.77,410.91,61.21,1.0000,0.642043,0.127516,412.38,334.09,0.9775,0.644336,0.696016
1786702854.562152,1.070109,52,20.77,410.95,61.27,1.0000,0.642110,0.127637,412.37,334.14,0.9777,0.644332,0.696129
1786702854.607800,1.115757,53,20.77,411.03,61.41,1.0000,0.642236,0.127928,412.30,334.13,0.9776,0.644225,0.696112
1786702854.630350,1.138307,54,20.77,411.02,61.45,1.0000,0.642211,0.128023,412.28,334.12,0.9776,0.644193,0.696079
1786702854.678750,1.186708,55,20.77,411.02,61.44,1.0000,0.642212,0.128007,412.30,334.12,0.9773,0.644216,0.696075
1786702854.694409,1.202367,56,20.77,411.03,61.41,1.0000,0.642240,0.127941,412.34,334.12,0.9771,0.644278,0.696086
1786702854.770691,1.278649,58,20.77,410.98,61.41,1.0000,0.642152,0.127946,412.33,334.24,0.9772,0.644261,0.696331
1786702854.791010,1.298968,59,20.77,410.99,61.37,1.0000,0.642178,0.127864,412.33,334.30,0.9771,0.644262,0.696465
1786702854.830645,1.338603,60,20.77,411.02,61.25,1.0000,0.642218,0.127603,412.33,334.30,0.9770,0.644264,0.696461
1786702854.868807,1.376765,61,20.77,410.88,61.23,1.0000,0.642005,0.127566,412.37,334.28,0.9767,0.644320,0.696413
