host_epoch,t_rel,frame_number,fps,head_x,head_y,head_confidence,head_x_norm,head_y_norm,feet_x,feet_y,feet_confidence,feet_x_norm,feet_y_norm
1786703006.224019,-0.110691,14,0.00,367.12,64.45,1.0000,0.573630,0.134269,371.39,335.31,0.9633,0.580290,0.698553
1786703006.437104,0.102395,15,0.00,367.29,64.57,1.0000,0.573890,0.134514,371.47,335.46,0.9647,0.580423,0.698872
1786703006.445330,0.110620,20,0.00,367.29,64.57,1.0000,0.573890,0.134517,371.48,335.47,0.9654,0.580441,0.698892
1786703006.460982,0.126272,21,0.00,367.31,64.57,1.0000,0.573929,0.134511,371.51,335.49,0.9665,0.580482,0.698940
1786703006.539639,0.204929,22,0.00,367.35,64.57,1.0000,0.573982,0.134514,371.47,335.52,0.9668,0.580416,0.699002
1786703006.547148,0.212439,24,0.00,367.35,64.56,1.0000,0.573983,0.134505,371.54,335.56,0.9674,0.580525,0.699092
1786703006.594292,0.259582,25,0.00,367.39,64.57,1.0000,0.574042,0.134522,371.62,335.58,0.9680,0.580651,0.699126
1786703006.610126,0.275416,26,0.00,367.24,64.50,1.0000,0.573812,0.134374,371.70,335.41,0.9690,0.580781,0.698769
1786703006.658428,0.323718,27,0.00,367.24,64.49,1.0000,0.573814,0.134344,371.68,335.18,0.9701,0.580751,0.698301
1786703006.689692,0.354983,28,0.00,367.11,64.48,1.0000,0.573602,0.134338,371.71,335.12,0.9708,0.580798,0.698171
1786703006.738171,0.403462,29,0.00,367.11,64.47,1.0000,0.573616,0.134315,371.66,335.23,0.9712,0.580712,0.698395
1786703006.769332,0.434623,30,0.00,367.08,64.47,1.0000,0.573557,0.134317,371.70,335.28,0.9718,0.580786,0.698495
1786703006.778067,0.443357,31,0.00,367.09,64.47,1.0000,0.573585,0.134303,371.71,335.35,0.9720,0.580793,0.698654
1786703006.817258,0.482548,32,0.00,366.93,64.46,1.0000,0.573328,0.134296,371.75,335.16,0.9727,0.580853,0.698259
1786703006.849044,0.514335,33,29.32,367.07,64.40,1.0000,0.573545,0.134173,371.75,335.23,0.9728,0.580855,0.698401
1786703006.882294,0.547584,34,29.32,366.87,64.41,1.0000,0.573240,0.134195,371.75,335.31,0.9730,0.580853,0.698563
1786703006.904019,0.569310,35,29.32,366.90,64.40,1.0000,0.573278,0.134159,371.73,335.32,0.9734,0.580834,0.698583
1786703006.944942,0.610233,36,29.32,366.51,64.52,1.0000,0.572676,0.134408,371.83,335.32,0.9739,0.580977,0.698584
1786703006.975926,0.641216,37,29.32,366.41,64.52,1.0000,0.572522,0.134410,371.82,335.32,0.9742,0.580962,0.698586
1786703007.011379,0.676669,38,29.32,366.39,64.52,1.0000,0.572479,0.134416,371.85,335.23,0.9748,0.581022,0.698386
