host_epoch,t_rel,frame_number,fps,head_x,head_y,head_confidence,head_x_norm,head_y_norm,feet_x,feet_y,feet_confidence,feet_x_norm,feet_y_norm
1786702240.474019,-0.002153,21,0.00,491.04,87.26,1.0000,0.767248,0.181786,471.83,335.26,0.9906,0.737234,0.698459
1786702240.516027,0.039855,23,0.00,487.97,87.70,1.0000,0.762447,0.182714,471.80,334.87,0.9905,0.737188,0.697650
1786702240.575547,0.099375,24,0.00,485.41,88.02,1.0000,0.758449,0.183374,471.74,334.85,0.9905,0.737100,0.697594
1786702240.678469,0.202297,27,0.00,477.20,87.36,1.0000,0.745617,0.182000,471.37,334.84,0.9906,0.736511,0.697586
1786702240.693360,0.217188,28,0.00,474.15,87.36,0.9999,0.740864,0.182004,470.97,334.86,0.9907,0.735887,0.697627
1786702240.779792,0.303620,29,0.00,472.23,86.36,0.9999,0.737854,0.179924,470.37,334.59,0.9907,0.734954,0.697062
1786702240.794132,0.317960,31,0.00,470.90,86.13,0.9999,0.735783,0.179428,468.81,334.54,0.9907,0.732508,0.696952
1786702240.881683,0.405511,32,0.00,468.16,86.12,0.9999,0.731501,0.179408,467.09,334.74,0.9905,0.729823,0.697372
1786702240.892423,0.416251,33,0.00,467.87,86.09,0.9999,0.731049,0.179344,466.05,334.73,0.9901,0.728210,0.697349
1786702240.984101,0.507929,34,19.46,466.99,85.54,0.9999,0.729668,0.178217,465.23,334.51,0.9897,0.726928,0.696886
1786702240.998952,0.522780,37,19.46,465.41,84.97,0.9999,0.727200,0.177024,463.11,334.51,0.9889,0.723613,0.696901
1786702241.087134,0.610962,39,19.46,465.41,84.66,0.9999,0.727207,0.176378,461.24,336.08,0.9874,0.720683,0.700174
1786702241.102822,0.626650,40,19.46,465.10,83.67,0.9999,0.726713,0.174309,461.05,336.29,0.9861,0.720384,0.700614
1786702241.129492,0.653320,41,19.46,465.30,82.04,0.9999,0.727028,0.170926,461.12,336.35,0.9852,0.720493,0.700727
1786702241.158151,0.681979,42,19.46,465.08,79.87,0.9999,0.726683,0.166398,461.49,335.95,0.9844,0.721079,0.699900
1786702241.192916,0.716744,43,19.46,465.31,78.59,0.9999,0.727044,0.163736,461.46,335.14,0.9836,0.721038,0.698207
1786702241.224213,0.748041,44,19.46,465.46,76.73,0.9999,0.727274,0.159857,461.47,334.84,0.9833,0.721051,0.697584
1786702241.257674,0.781502,45,19.46,466.20,74.14,0.9999,0.728430,0.154464,461.56,334.76,0.9830,0.721189,0.697427
1786702241.292154,0.815982,46,19.46,467.14,72.57,0.9999,0.729905,0.151183,461.58,334.71,0.9829,0.721222,0.697312
1786702241.336923,0.860751,47,19.46,468.08,71.33,0.9999,0.731378,0.148596,461.64,334.72,0.9825,0.721316,0.697335
1786702241.363856,0.887684,48,19.46,468.30,71.16,0.9999,0.731724,0.148241,461.67,334.43,0.9821,0.721358,0.696731
1786702241.379525,0.903353,49,19.46,468.70,70.72,1.0000,0.732349,0.147324,461.72,334.39,0.9819,0.721432,0.696643
1786702241.424437,0.948265,50,19.46,468.98,70.70,1.0000,0.732784,0.147297,461.71,334.43,0.9813,0.721417,0.696739
1786702241.451234,0.975062,51,19.46,469.34,70.15,1.0000,0.733345,0.146138,461.74,334.24,0.9811,0.721462,0.696327
1786702241.499088,1.022916,52,21.43,469.55,70.09,1.0000,0.733676,0.146028,461.76,334.42,0.9812,0.721498,0.696708
1786702241.525298,1.049126,53,21.43,469.86,69.08,1.0000,0.734153,0.143912,461.81,334.55,0.9814,0.721576,0.696978
1786702241.538836,1.062664,54,21.43,470.29,68.54,1.0000,0.734835,0.142799,461.75,334.54,0.9811,0.721487,0.696949
1786702241.597556,1.121384,55,21.43,470.30,68.07,1.0000,0.734839,0.141815,461.92,335.56,0.9810,0.721754,0.699089
1786702241.631499,1.155327,56,21.43,471.17,68.19,1.0000,0.736206,0.142056,461.88,335.57,0.9805,0.721687,0.699100
