host_epoch,t_rel,frame_number,fps,head_x,head_y,head_confidence,head_x_norm,head_y_norm,feet_x,feet_y,feet_confidence,feet_x_norm,feet_y_norm
1786703488.330455,-0.058396,18,0.00,232.53,70.16,1.0000,0.363335,0.146157,249.18,334.90,0.9686,0.389351,0.697702
1786703488.446534,0.057683,21,0.00,232.55,70.16,1.0000,0.363356,0.146171,249.17,335.06,0.9678,0.389325,0.698046
1786703488.544417,0.155566,22,0.00,232.51,70.17,1.0000,0.363292,0.146189,249.16,335.14,0.9678,0.389310,0.698207
1786703488.546436,0.157585,24,0.00,232.51,69.87,1.0000,0.363292,0.145552,249.19,335.13,0.9679,0.389362,0.698177
1786703488.647646,0.258795,25,0.00,232.33,69.82,1.0000,0.363015,0.145457,249.23,335.06,0.9679,0.389416,0.698043
1786703488.647971,0.259120,27,0.00,232.33,69.46,1.0000,0.363016,0.144700,249.22,335.01,0.9682,0.389404,0.697939
1786703488.748725,0.359874,28,0.00,232.24,68.99,1.0000,0.362877,0.143729,249.26,334.98,0.9680,0.389470,0.697885
1786703488.752019,0.363168,30,0.00,232.05,68.88,1.0000,0.362579,0.143502,249.25,334.92,0.9683,0.389449,0.697747
1786703488.853930,0.465079,31,0.00,232.41,68.89,1.0000,0.363136,0.143512,249.25,334.84,0.9680,0.389455,0.697591
1786703488.863214,0.474363,33,0.00,232.31,68.89,1.0000,0.362987,0.143522,249.26,334.81,0.9675,0.389472,0.697513
1786703488.879150,0.490299,34,21.38,232.32,68.89,1.0000,0.363007,0.143515,249.29,334.80,0.9672,0.389511,0.697499
1786703488.912378,0.523526,35,21.38,232.34,68.86,1.0000,0.363024,0.143453,249.28,334.83,0.9670,0.389498,0.697573
1786703488.949686,0.560835,36,21.38,232.35,68.85,1.0000,0.363052,0.143439,249.33,334.78,0.9671,0.389585,0.697463
1786703489.028771,0.639920,38,21.38,232.35,68.80,1.0000,0.363049,0.143332,249.48,334.74,0.9671,0.389811,0.697370
1786703489.031453,0.642602,39,21.38,232.36,68.78,1.0000,0.363059,0.143302,249.50,334.70,0.9672,0.389843,0.697289
1786703489.074234,0.685383,40,21.38,232.48,68.78,1.0000,0.363247,0.143301,249.57,334.22,0.9673,0.389959,0.696292
1786703489.106590,0.717739,41,21.38,232.59,69.00,1.0000,0.363422,0.143748,249.56,334.27,0.9675,0.389942,0.696404
1786703489.143955,0.755104,42,21.38,232.60,69.09,1.0000,0.363431,0.143941,249.50,334.55,0.9668,0.389840,0.696977
1786703489.184208,0.795357,43,21.38,232.64,69.09,1.0000,0.363504,0.143945,249.44,334.66,0.9661,0.389749,0.697216
1786703489.203498,0.814646,44,21.38,232.70,68.98,1.0000,0.363598,0.143708,249.45,334.55,0.9663,0.389769,0.696982
1786703489.246867,0.858016,45,21.38,232.79,69.05,1.0000,0.363728,0.143857,249.48,334.48,0.9667,0.389807,0.696830
1786703489.268495,0.879644,46,21.38,232.80,69.02,1.0000,0.363745,0.143787,249.50,334.50,0.9664,0.389840,0.696867
1786703489.303620,0.914769,47,21.38,232.80,68.91,1.0000,0.363750,0.143561,249.49,334.49,0.9663,0.389835,0.696846
1786703489.330817,0.941966,48,21.38,232.80,69.00,1.0000,0.363755,0.143746,249.50,334.48,0.9666,0.389839,0.696824
