host_epoch,t_rel,frame_number,fps,head_x,head_y,head_confidence,head_x_norm,head_y_norm,feet_x,feet_y,feet_confidence,feet_x_norm,feet_y_norm
1786703796.561299,-0.200517,16,0.00,146.41,72.12,1.0000,0.228761,0.150257,173.90,337.92,0.9774,0.271720,0.704009
1786703796.884917,0.123101,17,0.00,146.49,72.14,1.0000,0.228890,0.150285,173.70,338.07,0.9779,0.271411,0.704305
1786703796.889981,0.128165,20,0.00,146.42,71.73,1.0000,0.228780,0.149427,173.69,338.05,0.9778,0.271390,0.704277
1786703796.915745,0.153929,22,0.00,146.41,71.74,1.0000,0.228773,0.149454,173.67,338.22,0.9775,0.271352,0.704622
1786703796.924490,0.162675,26,0.00,146.45,71.81,1.0000,0.228828,0.149609,173.62,338.25,0.9770,0.271275,0.704685
1786703796.937576,0.175760,27,0.00,146.45,71.81,1.0000,0.228824,0.149611,173.61,338.18,0.9769,0.271268,0.704544
1786703796.953853,0.192037,28,0.00,146.46,71.82,1.0000,0.228847,0.149615,173.58,338.22,0.9762,0.271222,0.704632
1786703796.985013,0.223197,29,0.00,146.55,71.91,1.0000,0.228979,0.149815,173.57,338.24,0.9760,0.271210,0.704677
1786703797.020155,0.258339,30,0.00,146.60,71.89,1.0000,0.229060,0.149776,173.53,338.25,0.9755,0.271145,0.704692
1786703797.048262,0.286446,31,0.00,146.61,72.24,1.0000,0.229081,0.150504,173.54,338.23,0.9757,0.271164,0.704643
1786703797.085044,0.323228,32,0.00,146.61,72.07,1.0000,0.229084,0.150140,173.56,338.24,0.9757,0.271190,0.704671
1786703797.111269,0.349453,33,0.00,146.67,72.45,1.0000,0.229173,0.150941,173.57,338.19,0.9757,0.271206,0.704556
1786703797.159350,0.397534,34,0.00,146.71,72.88,1.0000,0.229229,0.151829,173.65,338.15,0.9756,0.271321,0.704471
1786703797.200996,0.439180,35,0.00,146.73,72.89,1.0000,0.229268,0.151852,173.65,338.23,0.9758,0.271323,0.704655
1786703797.217077,0.455261,36,0.00,146.73,72.93,1.0000,0.229269,0.151933,173.67,338.20,0.9762,0.271364,0.704581
1786703797.249797,0.487981,37,0.00,146.73,72.88,1.0000,0.229272,0.151844,173.64,338.18,0.9760,0.271314,0.704552
1786703797.284797,0.522981,38,32.27,146.74,73.14,1.0000,0.229277,0.152384,173.64,338.18,0.9761,0.271316,0.704532
1786703797.366581,0.604766,39,32.27,146.73,73.56,1.0000,0.229270,0.153242,173.70,338.15,0.9762,0.271408,0.704482
1786703797.381243,0.619427,41,32.27,146.73,73.34,1.0000,0.229268,0.152788,173.76,338.14,0.9755,0.271497,0.704450
1786703797.422459,0.660644,42,32.27,146.68,73.35,1.0000,0.229190,0.152818,173.78,337.96,0.9759,0.271537,0.704084
1786703797.457504,0.695688,43,32.27,146.68,73.18,1.0000,0.229189,0.152458,173.75,338.04,0.9761,0.271479,0.704250
1786703797.480945,0.719129,44,32.27,146.67,73.26,1.0000,0.229165,0.152631,173.77,338.00,0.9756,0.271518,0.704159
